Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
Sus686,Susa IVB/VA,Susa,A129,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,"(?) x 70.34, (?) x 67.7, (?) x 65.31, (?) x 70.37 ",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 92,grave good numbers are references to figures in Mecquenem 1943; unusual set of vessels difficult to date,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus687,Susa IVB/VA,Susa,A130,Donjon (north side),9.75 m (depth),-,1,-,-,-,vessel,"vessel, type 64.11",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 92,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus688,Susa IVB/VA,Susa,A131,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,"pit, 1.2 x 0.6 m",E-W,"with limbs flexed ""folded""","1 round pot dm. 10 cm, 2 pots, 1 bowl [all pottery?]",-,-,-,"necklace of 7 diverse beads, 1 copper/bronze earring, 1 copper/bronze bracelet",-,-,-,-,-,-,-,-,Mecquenem 1943: 92,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus689,Susa IVA,Susa,A133,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,-,-,2 bowls [pottery?],-,-,-,-,-,1 mace head (75.2),-,-,-,-,-,-,Mecquenem 1943: 92,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus690,Susa IVA,Susa,A134,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,-,-,"1 terracotta vessel, 3 bowls [pottery?]",-,"1 x 66.25, without decoration",-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 92,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus691,Susa IVB/VA,Susa,A136,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,N-S,-," 1 painted vessel, 1 x 65.14",-,-,-,"diverse beads, 2 copper/bronze bracelets",-,-,-,-,-,-,-,-,Mecquenem 1943: 92,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus692,Susa IVB/VA,Susa,A137,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,"pit, 1.6 x 0.6 m",S-N,-,"around skull: (?) x 65.8, (?) x 69.16, (?) x 69.17, 4 x 67.9",-,-,-,-,around skull: 1 copper/bronze pin (l. 10.5 cm),-,-,-,-,around skull: fragments of copper/bronze ,-,-,Mecquenem 1943: 92-93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus693,Susa IVB/VA,Susa,A138,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,N-S,on left side,1x 65.16,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus694,Susa IVB/VA,Susa,A139,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,N-S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus695,Susa IVB/VA,Susa,A140,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 65.10, 1 x 70.12",-,-,-,2 copper/bronze finger rings,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus696,Susa IVB/VA,Susa,A142,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit,-,-,-,-,-,-,1 large quartz bead,1 copper/bronze pin,-,-,-,-,-,-,-,Mecquenem 1943: 93,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus697,Susa IVB/VA,Susa,A143,Donjon (north side),9.5 m (depth),-,1,-,-,-,tomb,"vaulted tomb, unbaked bricks (1.75 x 0.80 m)",NE-SW,"on right side, legs straight","(?) x 70.3, (?) x 70.21, (?) x 70.37, (?) x 65.14, 1 painted vessel",-,-,-,-,1 copper/bronze pin,-,"1 copper/bronze ""couperet"" (cleaver/blade), 1 copper/bronze knife",-,-,-,-,-,Mecquenem 1943: 93,"grave good numbers are references to figures in Mecquenem 1943; ""couperet"" (seems to be the axe with ""folded tongue"" in Tallon 1987, tab. 4 dating primarily to the Ur III period)","32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus698,Susa IVB/VA,Susa,A144,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,"pit, 75 x 40 cm",E-W,"on right side, limbs flexed ""folded""",1 x 67.4,-,-,-,2 bracelets,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus699,Susa IVB/VA,Susa,A145,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,"4 x 69.8, 2 vessels ""and no. 21"" [not sure how to read this], 70.9",-,-,-,-,1 copper/bronze pin,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus700,Susa IVB/VA,Susa,A146,Donjon (north side),9.75 m (depth),-,1,-,-,-,vessel,"vessel, dm. 60 cm",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus701,Susa IVB/VA,Susa,A147,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit,"pit, 1 x 0.40 m",W-E,"on left side, limbs flexed ""folded""","2 x 69.20, 2 bowls [pottery?]",-,2 copper/bronze bowls (one is 66.25),-,-,2 copper/bronze pins,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus702,Susa IVA,Susa,A148,Donjon (north side),9 m (depth),-,1,-,-,-,pit,pit,SE-NW,on left side,terracotta vessels,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus703,Susa IVA,Susa,A149,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-," 1 x 70.4 (large, with cordons)",-,-,1 aragonite vessel ,"2 x copper/bronze earrings (""pair"") ",-,-,1 copper/bronze knife,-,-,"1 terracotta vessel support (67.22), 1 copper/bronze ""talon de manche"" (75.5)",-,-,Mecquenem 1943: 93,"grave good numbers are references to figures in Mecquenem 1943; Tallon (1987: 286, fig. 37) states that the knife is Mecquenem's type 67.25, which she dates to ca. Mesopotamian Early Dynastic III; fig. 67.22 is Le Brun 1957, fig. 36.7 in period Dd, Tallon (1987: 286, fig. 37) also places a belt buckle in this burial","32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus704,Susa IVA,Susa,A151,Donjon (north side),9 m (depth),-,1,-,-,-,pit,pit,E-W,"on right side, limbs flexed ""folded""",-,-,1 copper/bronze bowl (66.18),-,-,-,1 copper/bronze dagger,"1 copper/bronze cleaver/blade, 1 copper/bronze spoon [spatula?]",-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus705,Shimashki/early Sukkalmah,Susa,A152,Donjon (north side),9.5 m (depth),-,1,-,-,-,coffin,"overturned clay coffin, type 64.2/Wicks 2024 type 10, 6 horizontal mouldings, on a pavement of square bricks (37 x 37 x 7.5 cm) and half square bricks (37 x 17 x 7.5 cm)",E-W,-,"outside coffin: 1 x 65.31 large, white engobe",-,inside coffin: 3 x 66.19; outside coffin: 1 x 66.23,-,"inside coffin: gold and silver diadems, necklace of gold and carnelian beads, 3 gold earrings (84.3), 1 gold bracelet (84.2), 2 silver bracelets",1 silver pin,-,-,-,-,"outside coffin: 1 stone palet, 2 pairs of sockets (66.3), 2 pairs of copper/bronze pommeaux (utensils) (66.2) including 2 with rivet",-,-,"Mecquenem 1943: 93; Wicks 2024, A152",grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus706,Susa IVB/VA,Susa,A153,Donjon (north side),9.75 m (depth),-,1,-,-,-,vessel,"vessel, type 69.1",-,-,"inside burial vessel: 1 x 69.8, 1 x 69.17",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus707,Susa IVB/VA,Susa,A154,Donjon (north side),9.5 m (depth),-,-,-,-,-,pit,"pit, 1.2 x 0.6 m",S-N,-,"4 x 69.19, 1 small pot, 2 bowls [both pottery?]",-,1 copper/bronze vessel,-,-,-,-,-,-,-,1 copper/bronze mirror,-,bones not found,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus708,Susa IVB/VA,Susa,A155b,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit,pit ,S-N,-,"1 x 69.8, 1 bowl [pottery?]",-,-,-,3 copper/bronze finger rings,-,-,-,-,-,-,-,-,Mecquenem 1943: 93,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus709,Susa IVB/VA,Susa,A156,Donjon (north side),9.5 m (depth),-,1,-,-,-,vessel,"vessel, h. 30 cm, closed by a brick",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 93-94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus710,Susa IVB/VA,Susa,A157,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit,pit,S-N,"on left side, limbs flexed ""folded""",1 x 65.23,-,-,-,-,-,"copper/bronze staff head (66.4), 3 copper/bronze arrowheads",-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus711,Susa IVB/VA,Susa,A158,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,"on right side, limbs flexed ""folded""","fragments of large vessels, (?) x 69.3, (?) x 70.13, (?) x 70.28",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus712,Susa IVB/VA,Susa,A159,Donjon (north side),9 m (depth),-,1,-,-,-,pit,"pit, 1.10 x 0.60 m",-,"on right side, limbs flexed ""folded""","1 x 69.2 spouted, 1 x 65.23",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus713,Susa IVB/VA,Susa,A160,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",W-E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus714,Susa IVB/VA,Susa,A161,Donjon (north side),9 m (depth),-,1,-,-,-,vessel,vessel,-,-,"2 x 65.16, 2 bowls [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus715,Susa IVB/VA,Susa,A162,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,2 terracotta vessels,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus716,Shimashki/early Sukkalmah,Susa,A163,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit,pit,N-S,-,"1 x 65.26, 1 x 69.8",-,-,-,-,-,-,-,-,-,"1 copper/bronze ""agrafe"" [clamp?]",-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus717,Shimashki/early Sukkalmah,Susa,A164,Donjon (north side),9 m (depth),-,1,-,-,-,pit,pit,NW-SE,-,2 x 65.6,-,-,-,"2 copper/bronze earrings (""pair"") in form of pod of peas, 1 copper/bronze bead",2 copper/bronze pins (l. 15 cm),-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus718,Susa IVB/VA,Susa,A165,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",S-N,-,"1 x 69.22 rope bands, 1 x 70.1 rope bands; vessel fragments",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus719,Shimashki/early Sukkalmah,Susa,A166,Donjon (north side),9.25 m (depth),-,1,-,-,-,vessel,"vessel, h. 40 cm, dm. 40 cm",-,-,-,-,-,-,-,-,-,a sharpener ,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus720,Shimashki/early Sukkalmah,Susa,A167,Donjon (north side),9.25 m (depth),-,1,-,-,-,vessel,"vessel (65.29, dm. 80 cm) ",-,-,1 x 70.12,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus721,Shimashki/early Sukkalmah,Susa,A168a,Donjon (north side),9 m (depth),-,1,-,-,-,vessel (double?),"vessel ""twinned"", type 65.29, 60 cm",E-W,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943; A168a is not in original report,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus722,Susa IVB/VA,Susa,A168b,Donjon (north side),9.25 m (depth),-,1,juvenile,-,-,pit,pit,N-S,"on right side, limbs flexed ""folded"""," 1 x 69.8, 1 bowl [pottery?]",-,-,-,2 copper/bronze bracelets,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus723,Susa IVB/VA,Susa,A169,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,3 x 69.19,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus724,Susa IVB/VA,Susa,A171,Donjon (north side),9 m (depth),-,1,-,-,-,pit,pit,-,-,2 x 69.20,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus725,Shimashki/early Sukkalmah,Susa,A173,Donjon (north side),9 m (depth),-,1,-,-,-,pit,pit,E-W,on left side,"1 x 70.18, 1 bowl [pottery?]",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus726,Susa IVB/VA,Susa,A174,Donjon (north side),8.75 m (depth),-,1,-,-,-,pit,"pit, 1.1 x 0.55 m",W-E,"on left side, limbs flexed ""folded""","1 x 71.9 (closed by alabaster goblet), 2 x 69.19, 2 bowls [pottery?]",-,-,1 alabaster goblet (71.9),-,-,-,-,1 bitumen cylinder seal,-,1 shell,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus727,Susa IVB/VA,Susa,A175,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit,pit,SE-NW,on right side,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus728,Susa IVB/VA,Susa,A176,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus729,Susa IVB/VA,Susa,A178,Donjon (north side),9 or 9.75 m (depth),-,1,-,-,-,pit,"pit, 1.2 x 0.6 m",N-S,on right side,"1 x 70.8, 3 x 69.3, 5 bowls: (?) x 70.21, (?) x 70.32 [not a bowl]",-,-,-,2 copper/bronze bracelets,"2 copper/bronze pins (including one with a ring [""anneau""]) ",-,-,-,-,-,-,-,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus730,Susa IVA,Susa,A179,Donjon (north side),9.25 m (depth),-,2,-,-,-,pit,"pit, 1.6 x 1.0 m",E-W,"on back, legs extended",1 x 70.31,-,-,-,-,-,-,-,-,-,-,-,2 skeletons side-by-side,Mecquenem 1943: 94,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus731,Susa IVA,Susa,A180,Donjon (north side),9.75 m (depth),-,1,-,-,-,pit (?),"""a burial"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 94,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus732,Susa IVA,Susa,A182,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 70.9, 1 x 70.22, 2 x 67.4, 10 x 71.4, 1 x 70.12",-,-,-,"1 copper/bronze finger ring, 1 copper/bronze spiral wire",-,"1 copper/bronze dagger, 2 flint blades","2 copper/bronze awls, 1 weight marked with 4 lines",-,-,"1 large shell, 1 door hinge support stone",-,-,Mecquenem 1943: 94-95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus733,Susa IVB/VA,Susa,A183,Donjon (north side),9.5 m (depth),-,1,juvenile,-,-,vessel (double?),"""twinned"" vessels, type 64.11",-,-,-,-,1 copper/bronze vessel,-,"2 finger rings, 2 bracelets",-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943; all items probably copper/bronze but not well expressed,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus734,Susa IVB/VA,Susa,A184,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,-,-,1 x 66.24,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus735,Susa IVB/VA,Susa,A185,Donjon (north side),9.25 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 69.21, 1 x 70.8, 2 x 70.25",-,-,alabaster goblet,-,-,-,-,cylinder seal,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus736,Susa IVB/VA,Susa,A186,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 69.21 (one carrying traces of paint), 1 x 67.3, 1 x 72.30 painted",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,"grave good numbers are references to figures in Mecquenem 1943; vessels don't match in date, fig. 72.30 should be around 200 years older than 69.21","32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus737,Susa IVB/VA,Susa,A187,Donjon (north side),9.5 m (depth),-,1,-,-,-,pit (?),"""bones"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus738,Susa IVB/VA,Susa,A188,Donjon (north side),9.75 m (depth),-,1,-,-,-,vessel,"vessel, type 65.29, h. 60 cm",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus739,Susa IVB/VA,Susa,A190,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 70.9, 5 x 71.4",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus740,Susa IVB/VA,Susa,A191,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x ""type"" 72.22 without painting, 6 x 70.21",-,-,-,necklace of diverse beads,1 copper/bronze pin,1 copper/bronze axe,-,2 cylinder seals,-,silver sheet,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus741,Susa IVB/VA,Susa,A192,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 69.19, 2 x 70.7",-,-,-,-,2 copper/bronze pins,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus742,Susa IVB/VA,Susa,A193,Donjon (north side),10.25 m (depth),-,1,-,-,-,pit (?),"""a skull"" [in a pit? secondary burial?]",-,-,"1 x 69.19, 1 x 70.25",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus743,Susa IVA/IVB (?),Susa,A194,Donjon (north side),10 m (depth),-,1,juvenile,-,-,pit (?),"""a skeleton"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus744,Susa IVA/IVB (?),Susa,A195,Donjon (north side),10 m (depth),-,1,-,-,-,pit,pit,E-W,-,"1 x 67.2, 1 x 67.3, one of these vessels was lying down with its opening at the dead person's mouth",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus745,Susa IVB/VA,Susa,A196,Donjon (north side),9.5 m (depth),-,2,-,-,-,pit (?),2 skulls side-by-side [in a pit? secondary burial?],-,-,"1 x 67.4, h. 15 cm, 2 x 69.21",-,"1 x 87.2, 1 x 87.3, 1 x 87.8",1 aragonite bowl ,"1 copper/bronze earring, 1 copper/bronze bracelet",-,-,"1 copper/bronze tool, 10 weights",-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus746,Susa IVB/VA,Susa,A197,Donjon (north side),8.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 67.5, 1 x 69.14, 2 x 70.37",-,-,-,1 copper/bronze bracelet,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus747,Susa IVB/VA,Susa,A198,Donjon (north side),8.75 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 67.6, 1 x 70.8, 1 x 70.37",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus748,Susa IVB/VA,Susa,A200,Donjon (north side),8.75 m (depth),-,1,-,-,-,vessel,"vessel, type 65.29",-,-,inside funerary vessel: 2 bowls [pottery?],-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 95,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus749,Susa IVA/IVB (?),Susa,A202,Donjon (north side),10.75 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus750,Susa IVA/IVB (?),Susa,A203,Donjon (north side),10.5 m (depth),-,1,-,-,-,sherd (?),skeleton under a crushed vessel,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus751,Susa IVB/VA,Susa,A205,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"2 x 67.5, 2 x 70.37",-,-,1 alabaster bowl,2 copper/bronze earrings,1 copper/bronze pin,-,1 copper/bronze tool,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus752,Susa IVB/VA,Susa,A207,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 71.7, 1 x 69.17, 2 x 70.26",-,1 x 66.29,-,1 copper/bronze finger ring,1 copper/bronze pin,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus753,Susa IVB/VA,Susa,A208,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit,pit,-,-,"1 x 69.21, 1 x 70.25",-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,grave good numbers are references to figures in Mecquenem 1943,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
Sus754,Susa IVA/IVB (?),Susa,A209a,Donjon (north side),10.5 m (depth),-,1,-,-,-,pit (?),"""a skeleton"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1943: 96,-,"32°10'58.65""N","48°15'5.53""E",32.1829583333333,48.2515361111111
